Business_Name,Star_Rating,Total_Review,Area,Address,Zip_Code
Blend Salad & Juice Bar,4,57,Bensonhurst,"1310 78th St Brooklyn, NY 11228",11228
NY Noodles,3.5,63,Bensonhurst,"2369 86th St Brooklyn, NY 11214",11214
La Boheme Lounge,3.5,65,Bensonhurst,"1790 Stillwell Ave Brooklyn, NY 11223",11223
Pizza Den,3.5,106,Bensonhurst,"8521 18th Ave Brooklyn, NY 11214",11214
Knapp Pizza III,3.5,103,Bensonhurst,"427 Kings Hwy Brooklyn, NY 11223",11223
Papa Mikes Brick Oven Pizza,4,53,Bensonhurst,"7416 20th Ave Brooklyn, NY 11204",11204
Salvatoria Kitchen & Bar,4.5,203,Bensonhurst,"31-18 Broadway Astoria, NY 11106",11106
Carneval,4.5,58,Bensonhurst,"507 Grand St Brooklyn, NY 11211",11211
Little Saigon Pearl,4,153,Bensonhurst,"9 Bay 35th St Brooklyn, NY 11214",11214
E Dim Sum,4.5,16,Bensonhurst,"2006 65th St Brooklyn, NY 11204",11204
Superior Wonton Noodles,4,27,Bensonhurst,"2145 86th St Brooklyn, NY 11214",11214
Good Day Seafood Restaurant,3,90,Bensonhurst,"6202 18th Ave Brooklyn, NY 11204",11204
Tiger Sugar,4.5,27,Bensonhurst,"2132 86th St Brooklyn, NY 11214",11214
Naniwa Sushi,3.5,106,Bensonhurst,"276 Kings Hwy Brooklyn, NY 11223",11223
La Cemita Restaurant,4,34,Bensonhurst,"6417 20th Ave Brooklyn, NY 11204",11204
Cafe Paris,4.5,27,Bensonhurst,"8421 20th Ave Brooklyn, NY 11214",11214
Giulia’s Cucina & Desserts,4.5,15,Bensonhurst,"1611-13 Bay Ridge Pkwy Brooklyn, NY 11204",11204
El Pollo III,3.5,82,Bensonhurst,"8603 18th Ave Brooklyn, NY 11214",11214
Northern Bell,4,284,Bensonhurst,"612 Metropolitan Ave Brooklyn, NY 11211",11211
L’Wren,5,42,Bensonhurst,"4004 5th Ave Brooklyn, NY 11232",11232
Prince Tea House,4.5,74,Bensonhurst,"15 Station Square Forest Hills, NY 11375",11375
Fujiyama Japanese Restaurant,3.5,74,Bensonhurst,"7307 13th Ave Brooklyn, NY 11228",11228
Queen Ann Ravioli & Macaroni,4.5,19,Bensonhurst,"7205 18th Ave Brooklyn, NY 11204",11204
